default,student,balance,income
No,No,1237.53438,30967.589
No,No,1318.71911,36822.925
No,Yes,1030.05211,9760.400
No,No,925.70624,62764.884
No,No,425.77979,42131.536
No,Yes,1901.65376,21323.163
Yes,No,1940.37162,41162.934
No,Yes,227.31723,24282.229
No,No,836.57423,51238.581
No,Yes,981.99800,20147.512
No,No,1186.79623,52689.250
No,Yes,315.97875,13186.118
No,Yes,768.44724,21497.529
No,Yes,969.90947,13962.332
No,No,1175.19147,50921.256
No,Yes,1684.27534,20344.178
No,No,1120.62319,48571.260
No,No,784.47005,52617.207
No,No,604.98000,38885.310
No,No,517.97890,41755.344
No,No,270.26409,41978.048
No,No,825.60097,33986.697
No,No,623.51738,51677.345
No,No,529.50836,38328.613
No,Yes,1014.76966,12239.884
No,No,288.53465,44081.035
No,No,500.25272,17104.054
No,No,565.67598,37299.079
No,No,1005.33717,34297.898
No,No,852.39337,46320.855
No,No,613.15011,34286.112
No,No,905.56573,52997.731
No,No,1086.18173,52507.597
No,No,1057.17813,35807.025
No,No,252.89946,27454.619
No,Yes,1401.28270,16683.053
No,No,1529.13126,36572.026
No,Yes,947.45371,21945.793
No,No,0.00000,33917.594
No,Yes,1312.90720,15495.027
No,No,1269.29057,43581.199
No,Yes,20.25809,21530.332
No,No,0.00000,30818.512
No,No,35.32300,53407.270
No,No,897.31269,31465.965
No,No,1043.55236,38393.612
No,No,1165.32397,33433.829
No,No,1299.47321,55165.473
No,No,675.77653,21758.023
No,Yes,1202.38503,20550.638
No,No,1190.15983,30746.377
No,Yes,535.01060,13909.392
No,No,194.19355,43150.502
No,No,430.62032,46182.665
No,No,1047.92709,59765.600
No,No,220.79170,26453.289
Yes,Yes,1493.96854,24126.030
No,Yes,856.65540,15523.103
No,Yes,1635.50002,10596.527
No,No,666.61389,49215.025
Yes,No,1562.83792,49303.009
No,No,255.88837,48833.229
No,No,602.36170,53800.547
No,No,1599.31469,28825.475
No,No,150.94951,36923.552
No,No,1388.81659,35460.801
No,No,87.94865,47924.698
No,Yes,1935.82770,17969.799
No,Yes,1289.31596,7677.896
No,No,871.98721,45496.948
No,No,1333.69998,44361.621
No,No,181.17934,37380.144
No,No,791.18223,48206.732
No,No,69.17702,24556.022
No,No,940.89448,54839.124
No,Yes,346.21558,17866.528
No,No,214.84623,39629.200
No,Yes,676.83131,16998.652
No,No,595.99699,37417.138
No,Yes,999.39170,23688.649
No,No,1447.04307,22433.637
No,No,464.09848,44769.865
No,No,872.63991,29749.171
No,No,381.70410,25011.103
No,Yes,866.49676,24262.694
No,Yes,1243.34410,23634.749
No,No,1184.30802,37600.075
No,Yes,757.40710,25309.773
No,No,939.25849,56225.821
No,No,560.77023,61472.859
No,No,971.27883,26853.301
No,No,518.68079,30151.330
No,No,834.26368,28022.837
No,Yes,545.58558,19454.326
No,No,1057.35087,39651.124
No,Yes,720.51645,20222.949
No,No,1285.51798,37442.643
No,Yes,406.33977,30088.443
No,No,1023.89203,33392.710
No,No,356.24412,21319.086
No,No,657.08882,31724.629
No,Yes,1168.54641,25802.276
No,No,344.88224,26227.329
No,Yes,535.33599,24268.828
No,Yes,1222.96659,21373.350
No,Yes,663.60273,21436.522
No,Yes,591.53714,20961.465
No,Yes,941.71801,23362.977
No,No,434.54494,35620.065
Yes,No,1804.19050,23096.084
No,No,0.00000,34227.947
No,No,0.00000,28356.252
No,No,586.47098,52203.859
No,No,707.43615,42407.754
No,No,1491.64059,61096.492
No,Yes,556.18223,21650.830
No,No,683.14754,44439.529
No,Yes,671.13173,11857.478
No,No,1020.19776,43592.834
No,Yes,1183.06770,13210.878
No,Yes,1127.53613,19322.970
No,No,1545.98280,32691.924
No,No,1114.39773,44195.545
No,No,843.49724,41917.320
No,No,1047.67337,34413.196
No,Yes,810.54095,17252.254
No,Yes,501.11056,26425.698
No,Yes,1031.63836,21432.147
No,No,360.21503,44082.187
No,No,1234.83168,40155.451
Yes,No,2236.76421,37113.883
No,No,750.84053,32034.712
No,No,231.96834,42465.961
No,No,1616.50019,41825.404
No,No,981.79933,49644.919
No,No,538.01993,27284.511
No,No,136.30734,48799.655
No,No,614.94098,30905.480
No,Yes,824.04074,11659.193
No,No,393.06127,44149.388
No,Yes,759.39713,18693.188
No,Yes,1743.79884,17541.003
No,Yes,621.17011,17503.690
No,No,1360.54717,54705.127
No,No,253.52188,37506.207
No,No,1392.33268,48709.529
No,No,1508.25086,43525.053
No,Yes,1823.86706,19447.967
No,No,0.00000,39423.513
No,No,728.67346,36557.235
No,No,1471.19874,56477.131
No,No,967.25676,32201.634
No,No,640.70598,38792.357
No,Yes,559.56641,15720.382
No,Yes,1258.11453,20010.576
No,No,1126.88770,32770.579
No,No,1341.26314,46263.885
No,No,751.10193,50290.144
No,No,325.92764,57313.282
No,Yes,905.90195,20285.225
No,No,699.60428,49035.247
No,No,996.44591,51393.789
No,Yes,1034.17021,23825.029
No,Yes,1464.63624,14763.563
No,No,280.72417,40382.599
No,No,725.86769,41792.673
No,Yes,1162.59092,15419.111
No,Yes,193.71976,18002.548
No,No,743.18183,50250.919
No,No,1403.83983,43225.042
No,No,460.13980,52708.560
No,No,1218.21989,36290.162
No,No,903.98702,51705.272
No,Yes,1473.69593,19759.502
No,No,525.51568,50763.984
Yes,Yes,1874.82261,14957.816
No,No,700.62239,42023.889
No,Yes,1164.66697,23297.158
No,Yes,1803.76635,23201.827
No,Yes,451.71152,22483.096
No,No,1101.98446,36231.854
No,Yes,1343.77712,28198.005
No,No,606.43588,38897.079
No,No,0.00000,45380.657
No,Yes,0.00000,20963.383
No,No,1140.82015,36495.055
No,No,1597.64740,42515.089
No,Yes,521.84148,10316.337
No,Yes,837.52149,13215.786
No,No,390.31032,42322.247
No,Yes,806.48197,22127.082
No,No,890.26665,38376.091
No,Yes,237.38303,21376.683
No,Yes,808.39617,11804.034
No,No,694.39095,46128.865
No,No,492.25395,42143.198
No,Yes,460.59541,12939.009
No,Yes,838.45995,19805.875
No,No,675.84250,38173.926
No,No,625.41987,47406.241
No,No,45.47628,27599.072
No,No,474.76924,30799.949
No,No,1024.82366,46113.647
No,No,696.10758,40325.385
No,Yes,953.53366,25820.587
No,No,1143.85523,50690.258
No,Yes,683.44130,22595.454
No,No,644.60441,30276.571
Yes,Yes,2034.67472,17133.966
No,Yes,1345.49162,12235.388
No,Yes,1307.08709,18082.555
No,No,705.50052,52559.031
No,No,0.00000,47725.522
No,No,501.16962,35664.805
No,No,991.52092,30775.521
No,Yes,956.69223,19594.549
No,No,353.64999,30726.286
No,No,838.92406,47864.419
No,Yes,353.65276,20531.497
No,Yes,751.24314,16475.028
No,No,991.15841,42767.690
No,Yes,1096.48965,17856.265
Yes,No,1655.77560,25639.794
No,No,0.00000,35577.425
No,Yes,485.65318,16099.918
No,No,850.46659,34367.677
No,Yes,0.00000,17695.840
No,Yes,766.63554,21718.814
No,No,309.17916,31232.071
No,No,244.66237,29275.115
Yes,Yes,1013.21689,19651.262
No,No,357.59216,48565.018
No,Yes,1908.24201,17642.627
No,No,1449.13571,40495.472
No,No,464.41630,38236.740
No,No,1491.70755,40637.448
No,No,256.89419,39019.876
No,No,0.00000,35025.971
No,No,0.00000,23910.140
No,No,817.62109,43705.823
No,Yes,888.30632,22901.634
No,No,1240.75460,51511.298
No,No,828.64416,10948.504
No,Yes,959.85423,18481.753
No,No,1281.44885,48837.379
No,Yes,1577.67543,11951.479
No,Yes,1444.11427,21441.012
No,Yes,647.67029,13618.348
No,No,720.16492,43654.230
No,No,64.15479,47969.005
No,Yes,546.02866,21615.269
No,Yes,1102.12728,14009.943
No,No,1294.52357,28001.049
No,No,341.32229,33808.336
No,No,399.39038,17348.784
No,No,710.39463,31483.347
No,No,1467.57338,26697.786
No,Yes,282.83152,13371.055
No,No,544.22518,46149.510
No,No,1585.86037,42709.492
No,No,0.00000,28784.469
No,No,1033.42627,43594.762
No,No,1131.05365,38834.236
No,No,544.28730,24477.472
No,No,1116.72036,33716.178
Yes,No,2155.28899,34787.253
No,No,732.05665,39433.481
No,No,591.63627,33852.310
No,No,0.00000,63251.308
No,No,453.84996,27865.285
No,No,170.07092,27005.577
No,No,916.72918,37212.809
No,No,611.33729,38389.283
No,No,258.62967,33327.938
No,Yes,357.59567,18141.003
No,No,813.17389,49274.383
Yes,No,1743.06471,22308.126
No,No,801.80271,46182.257
No,No,674.73661,26060.486
No,No,430.49065,39921.137
No,No,1352.99553,34089.033
No,Yes,1040.88021,19427.814
No,No,1305.77470,34412.116
No,No,1294.76171,37712.387
No,Yes,583.29548,23694.367
No,Yes,1409.29918,21508.502
No,No,886.21663,40486.859
No,No,515.61980,39638.640
No,No,1866.30465,58710.888
No,No,657.70572,41224.797
No,No,270.22433,49128.037
No,No,953.39179,20749.338
No,No,630.22078,24919.184
Yes,Yes,2024.66017,9663.788
No,Yes,497.05699,23119.135
No,No,48.72556,37957.902
No,No,440.02454,49358.426
No,No,1217.94866,43996.014
No,Yes,1203.98226,21524.318
No,Yes,1493.87356,15626.659
No,No,0.00000,48025.617
No,No,1204.95435,47167.938
No,No,945.66972,39928.244
No,Yes,807.59557,16926.373
No,No,514.38153,20632.268
No,No,1493.35743,51510.148
No,No,738.22143,25184.467
No,Yes,451.91246,22316.261
No,No,997.02788,35591.387
No,No,1082.07439,30627.462
No,Yes,1001.34889,19314.922
No,No,1058.62751,49380.078
No,No,245.34649,42703.019
No,No,579.38182,32296.263
No,No,1180.93571,35352.152
No,No,969.08303,45192.339
No,No,0.00000,44561.325
No,Yes,714.17550,19995.856
No,No,0.00000,36379.519
No,Yes,100.85076,17315.130
No,No,1856.53088,33498.835
No,No,620.45731,41059.097
Yes,No,1815.79252,31632.584
No,No,1508.14501,31101.081
No,No,1170.91698,38712.420
Yes,No,2063.57193,37372.758
No,Yes,284.84158,20477.837
No,No,878.44611,29561.783
Yes,Yes,1740.76831,18161.244
Yes,No,1994.39507,44794.338
No,No,1290.17921,42813.975
No,No,441.33698,55970.923
No,Yes,1790.41373,22953.431
No,No,821.25048,68721.974
No,No,341.04038,40255.468
No,No,216.96169,31742.994
No,No,48.23799,37536.361
No,No,501.36066,49897.301
No,No,267.41662,24154.510
No,No,623.61843,54008.196
No,No,752.73938,38671.786
No,No,0.00000,38665.870
No,No,413.11459,63793.558
No,No,895.43922,26138.101
No,Yes,127.66338,13942.244
Yes,No,1361.73579,50322.355
No,No,592.61152,55124.864
No,Yes,947.85100,22047.921
No,No,784.17157,47322.689
No,No,952.31115,21990.091
No,No,448.26353,26350.871
No,No,316.12401,37322.932
No,Yes,1246.11720,9846.703
No,No,680.70647,42316.403
No,No,1208.30438,38461.047
Yes,No,1292.43021,50990.577
No,No,663.61020,48089.521
No,No,435.59220,38830.518
No,No,579.19328,36181.813
No,Yes,819.03106,22092.722
No,No,603.02040,51229.788
Yes,Yes,2654.32258,21930.389
No,Yes,0.00000,23274.976
No,Yes,1487.04354,21412.352
No,No,1466.77219,46875.084
No,No,1168.48857,40615.567
No,Yes,592.29695,19744.978
No,Yes,1255.97389,21757.676
No,No,389.79238,53685.473
No,No,604.30433,38758.546
No,No,940.39240,33874.815
No,No,329.51898,38150.635
No,No,1465.02703,18600.214
No,Yes,1817.28007,20751.432
No,Yes,1055.06380,16174.206
No,Yes,536.01022,23587.494
No,No,817.47433,41994.925
No,No,1244.56357,36157.818
No,No,983.12757,19985.601
No,No,644.80026,32298.309
No,No,896.98147,35755.748
No,No,527.27157,41573.982
No,No,0.00000,51122.516
No,Yes,1427.94053,12666.261
No,Yes,1262.48077,15636.257
No,No,1283.27848,46335.836
No,No,489.51991,22750.692
No,No,887.20144,41641.454
No,No,328.01301,38500.400
No,Yes,1521.49495,18018.904
No,No,326.03811,25498.014
No,No,1816.97350,29897.182
No,No,1534.00700,35566.267
No,Yes,1657.11386,10852.293
No,No,1270.45698,36092.587
No,No,560.51462,25254.042
No,No,0.00000,28490.771
No,No,697.93276,35706.661
No,No,1420.50748,37437.738
No,No,695.66901,36977.640
No,Yes,212.82137,24515.975
No,Yes,929.41113,23236.752
No,No,1676.11480,25317.171
No,No,571.95994,24932.006
No,No,355.01633,36327.877
No,Yes,1315.42144,21650.415
No,Yes,1006.99411,17834.064
No,No,332.67417,22938.593
Yes,No,1622.49904,39228.541
No,No,0.00000,26394.545
No,No,1131.60205,19893.772
No,No,0.00000,44981.150
No,No,1493.74225,32742.858
No,No,47.42348,29567.857
No,No,153.71263,54331.530
No,No,458.99739,21165.866
No,Yes,1260.82818,22372.288
No,Yes,1080.47766,18741.317
No,No,1814.10565,32977.909
No,Yes,1739.83781,21593.013
No,No,0.00000,50496.474
No,No,983.49068,20828.531
No,No,0.00000,28176.119
No,Yes,138.90631,13005.895
No,No,870.34797,42397.100
No,Yes,584.48640,14017.391
No,Yes,1508.70178,25338.265
No,Yes,1282.47495,25304.586
No,No,521.73673,28401.497
No,No,1150.67771,38342.289
No,Yes,1010.84859,16428.755
No,Yes,1746.29737,24536.554
No,No,1382.26899,19023.996
No,No,499.81860,31335.961
No,No,339.67680,43308.966
No,No,253.63010,50236.505
No,No,690.18573,32761.227
No,No,743.05255,33556.016
No,No,736.49552,49119.348
No,Yes,584.51810,19624.589
Yes,Yes,1276.68508,19282.436
No,No,399.87716,47291.016
No,No,182.23872,45937.977
No,No,743.66617,37542.580
No,No,731.10163,26655.415
No,No,615.72666,38687.115
No,No,499.14915,56343.610
No,No,785.03352,45598.915
No,Yes,969.25234,16864.043
No,No,841.49006,43371.924
No,No,181.17148,35175.904
No,No,811.59637,38323.724
No,No,1625.63988,65026.739
No,No,962.22384,43974.057
No,No,617.02505,33369.089
No,Yes,478.92367,19730.185
No,No,1017.74972,30227.863
No,No,708.50016,35086.905
No,No,423.40795,40844.342
No,No,0.00000,29775.159
No,Yes,935.69364,25362.322
No,No,0.00000,51719.375
No,Yes,1757.84546,17426.520
No,No,733.54539,30638.216
No,Yes,1050.40939,16746.063
No,No,25.80038,44091.688
No,No,646.08124,36686.959
No,No,695.47177,25544.892
No,No,536.51749,28629.464
No,No,542.27714,52447.219
No,No,811.76995,46076.302
No,Yes,911.76082,21082.553
No,No,621.30350,50474.979
No,No,549.39313,39131.495
No,No,929.29715,42503.410
No,No,154.66392,44714.372
No,No,36.23504,49075.982
No,No,718.59525,39157.790
No,No,379.10036,31350.929
No,No,904.33571,30890.746
No,No,1028.96434,18701.410
No,No,343.49383,67930.344
No,No,375.79932,21297.585
No,Yes,502.26109,13572.749
No,Yes,1231.55882,15727.670
No,No,456.87151,54894.164
No,Yes,1112.12992,22709.433
No,No,1063.71286,36475.098
No,Yes,895.82324,19825.630
No,No,1407.09214,43677.976
No,No,418.49834,29856.472
No,No,684.90630,14756.998
No,No,650.04611,46137.933
No,No,495.42115,26740.769
No,No,698.90513,27001.554
No,No,847.77297,42193.598
No,No,1185.15973,35793.349
No,No,1315.60913,54833.056
No,No,0.00000,32809.335
No,No,629.08777,32296.932
No,No,326.67002,50562.490
No,No,0.00000,35775.317
No,No,949.28237,26960.743
No,No,1077.73308,50334.854
No,No,1256.18673,31706.179
No,No,1356.72984,37664.037
No,No,564.12829,37695.775
No,No,793.97097,41931.585
No,Yes,412.38864,9892.128
No,Yes,810.66859,19925.744
No,Yes,1273.83578,15593.642
No,No,1386.66848,56325.449
No,Yes,574.67314,22814.346
No,Yes,1614.14164,11334.292
No,No,0.00000,45642.762
No,No,949.99671,32676.231
No,Yes,618.75675,18297.328
No,No,1408.17612,47496.164
No,No,465.91988,41133.949
No,No,952.92782,44894.443
No,Yes,17.60958,13739.755
No,Yes,989.88460,23416.500
No,Yes,1817.17118,24601.037
No,No,746.83651,41294.452
No,No,549.06493,58539.414
No,Yes,993.04954,20538.546
No,Yes,1447.41811,16658.424
No,Yes,598.21819,19794.576
No,Yes,79.99000,14390.813
No,No,641.25459,31306.535
No,Yes,562.83770,25068.046
No,Yes,448.24321,23540.891
No,Yes,1134.69657,20068.019
No,No,1649.21161,42148.744
No,Yes,817.67665,22339.885
No,Yes,948.15130,18107.357
No,Yes,1180.01809,19871.207
No,No,761.18766,54681.828
No,No,420.49583,58264.206
No,Yes,1841.40853,18000.705
No,No,102.72144,13719.357
No,No,265.59285,24833.342
No,No,1558.86108,45255.967
No,Yes,220.65953,20148.580
No,No,325.87013,35015.269
No,No,1272.47739,42671.319
No,No,906.23110,46715.235
No,No,1070.81005,35979.470
No,Yes,0.00000,15572.021
No,No,722.13349,22669.240
No,No,1453.29287,43370.758
No,No,1207.28785,33671.460
No,No,1118.21992,32632.913
No,No,1281.92157,56778.415
No,Yes,878.99839,12054.859
No,No,735.10334,51403.716
No,No,914.34108,43460.166
No,No,4.15111,22722.222
No,No,1063.59233,38057.334
No,No,331.84283,37264.695
No,No,838.57890,43501.258
No,No,418.29964,49670.022
No,No,538.94273,23289.280
No,Yes,2133.74548,19675.508
No,No,1651.32255,34024.664
No,Yes,1152.97327,13036.067
No,Yes,1065.25636,16658.947
No,No,486.65264,30838.630
No,Yes,770.82667,18896.729
No,No,1202.46349,42818.643
No,No,323.80010,34576.492
Yes,No,2062.87063,30839.181
No,No,1058.28433,39314.513
No,No,796.02505,38443.896
No,Yes,1379.77002,15509.409
No,No,1201.33249,23969.452
No,No,1114.11601,40359.967
No,No,821.60710,50689.193
No,No,1079.96577,43215.806
No,Yes,662.99536,12008.336
No,Yes,1343.70155,27168.408
No,Yes,553.45574,21358.421
No,No,472.95406,63759.787
No,Yes,1806.55167,17648.198
No,Yes,855.22700,15348.707
No,Yes,790.55433,20568.827
No,No,1380.14403,48087.825
No,No,1522.53080,30765.564
No,Yes,967.34905,14725.141
No,Yes,886.22114,12796.059
Yes,No,1323.62814,18820.795
No,No,1351.32542,46663.392
No,No,294.01879,59128.503
No,No,1756.05072,52497.586
No,No,439.49636,46784.945
No,No,725.78329,35503.644
No,No,1049.94677,43172.327
No,No,1138.62886,36978.459
No,No,568.22425,39873.243
No,No,0.00000,43160.324
No,No,572.66586,42285.285
No,No,1270.39318,43032.272
No,No,1444.43210,19153.343
Yes,No,1926.59908,59224.453
No,No,101.99346,27909.631
No,No,547.17497,36969.003
No,No,907.63310,28577.097
No,No,282.88922,42132.074
No,Yes,811.96505,12853.176
No,Yes,1305.10445,20573.554
No,Yes,533.91654,21390.687
No,Yes,1420.59614,20197.812
No,No,89.31292,39915.454
No,No,839.04092,36665.701
No,No,522.15346,40717.163
No,No,488.72113,46503.166
No,Yes,983.26850,24554.272
No,No,442.66590,43991.812
No,Yes,977.58937,17637.734
No,Yes,317.26800,17801.537
No,No,1033.75666,21837.243
No,No,629.32018,52089.633
No,No,1328.33410,39877.612
No,Yes,1486.37730,19164.350
No,No,760.55329,19957.839
No,Yes,1204.24147,19302.901
No,Yes,1367.78651,12449.279
No,No,226.29923,34305.256
No,No,902.41640,37905.631
No,No,462.00429,33157.362
No,No,1072.37936,19958.544
No,No,424.04819,25081.843
No,No,846.13129,29812.088
No,Yes,951.58854,12163.185
No,No,1079.82330,44390.716
No,Yes,1395.66899,21374.592
No,No,828.88955,52560.907
No,No,829.88426,40749.787
No,No,1626.16942,32827.703
No,No,1057.63317,37229.807
No,No,729.22599,35633.503
No,Yes,154.87553,20685.457
No,No,1583.09610,15350.456
No,No,0.00000,40766.695
No,No,528.56920,42249.357
No,No,809.10467,24820.526
No,Yes,132.10456,20065.722
No,Yes,2149.33681,15093.828
No,No,497.72579,26591.113
No,No,489.16556,26875.724
No,Yes,596.53926,9518.832
No,Yes,1883.06546,23989.892
No,Yes,748.05923,17362.807
No,No,1046.91812,42376.502
No,No,310.13022,37697.220
No,Yes,1065.52108,21129.234
No,Yes,1097.06748,20564.126
No,No,1154.85868,57640.917
Yes,No,2049.02985,52568.909
No,No,1398.65247,34194.082
No,No,130.34682,53852.755
No,No,1400.16319,52343.477
No,No,0.00000,51740.422
No,Yes,552.33424,21262.566
No,No,0.00000,58233.021
No,No,246.63655,18953.672
No,No,0.00000,38249.982
No,Yes,655.51013,15771.492
No,Yes,100.35543,13940.603
No,Yes,1103.00357,25385.602
No,Yes,928.23341,20932.692
No,No,509.31780,18221.147
No,Yes,420.25706,24703.998
No,No,307.73056,48123.551
No,No,733.07609,40056.100
No,No,851.56466,33211.176
No,No,1300.33718,47580.544
No,Yes,203.96613,16433.674
No,Yes,1557.52557,17132.312
No,No,0.00000,41359.892
No,No,1136.45503,47721.274
No,No,986.18154,34780.954
No,No,452.82711,62912.444
No,No,775.49356,46025.871
No,Yes,926.07816,17660.807
No,No,1074.99127,27834.790
No,No,844.46548,44518.395
No,No,391.55836,45822.524
No,Yes,1283.02856,15638.007
No,Yes,1343.24352,7032.060
No,Yes,1049.42004,15815.344
No,Yes,728.98584,17360.523
No,Yes,1203.10326,19967.863
No,No,221.33486,31764.203
No,No,149.22322,36550.333
No,No,474.62837,28182.976
No,Yes,962.46654,14606.090
No,No,1166.21319,36324.679
Yes,Yes,2207.59905,19780.764
No,Yes,1244.92351,24291.408
No,No,913.45360,52793.180
Yes,No,1315.55877,35456.696
No,No,80.71493,37651.568
No,Yes,745.22114,24689.518
No,No,1505.09408,43036.121
No,Yes,903.43881,13028.151
No,No,250.98882,33568.532
No,No,857.15074,34691.322
No,No,92.97569,49608.586
No,No,1363.31038,35387.699
No,No,146.89715,41872.173
No,Yes,2014.49765,15728.938
No,No,1112.46852,43201.520
No,Yes,237.16359,25219.983
No,No,1018.36679,47723.327
No,No,150.30239,39730.165
No,No,1074.12404,47517.867
No,No,0.00000,30098.422
No,Yes,1205.94504,12950.816
No,Yes,713.24639,20549.852
No,No,1351.85297,40177.959
No,No,254.72806,53696.832
No,Yes,842.25599,23310.229
No,No,390.98082,47083.431
No,Yes,639.46830,12323.350
No,Yes,514.33499,27443.975
No,No,791.66334,48127.626
No,Yes,1204.91790,11339.157
No,No,1000.52544,53680.984
No,Yes,810.30801,16248.456
No,No,797.86539,43717.068
No,No,0.00000,46461.320
No,No,990.14477,48040.602
No,Yes,284.05055,15352.360
No,No,1080.32128,48226.730
No,No,1433.99233,19864.975
No,No,792.97407,28674.671
No,No,1351.95744,24136.072
No,No,528.67684,39925.185
No,No,692.05282,39586.849
No,No,1085.52023,36746.320
No,No,567.70418,50643.316
No,No,1190.06130,41965.880
No,Yes,289.35695,15715.501
No,No,1440.13293,28370.104
No,No,373.17889,30826.075
No,No,733.20057,38592.042
No,Yes,1095.61200,10450.745
No,No,1117.62970,61940.016
No,No,505.01513,43658.813
No,Yes,230.15917,24776.693
No,No,586.77565,32622.376
No,Yes,513.79768,15540.454
No,Yes,1212.75666,13722.901
No,No,578.48365,45066.207
No,No,1229.52030,59755.030
No,Yes,1829.90994,21018.960
No,Yes,973.26448,16984.611
No,No,690.64034,26989.394
No,No,781.66779,49427.518
No,No,652.20276,36348.296
No,No,762.92320,50293.872
No,Yes,843.64243,17992.317
No,Yes,1316.21098,16327.626
No,Yes,559.90318,9357.759
No,No,355.03007,52926.778
No,No,1635.20290,31541.094
No,No,696.89569,63952.313
No,No,444.04270,47857.715
No,No,1585.52509,49011.416
No,No,1322.08098,48906.518
No,No,941.74163,34559.647
No,Yes,1426.01418,20779.679
Yes,Yes,1359.21395,25548.487
No,No,1504.56939,36697.402
No,No,48.26564,32081.092
No,No,0.00000,47393.329
No,Yes,802.36927,18999.525
No,No,600.93909,43846.209
No,No,1440.02571,41814.804
No,Yes,1184.20444,23235.657
No,No,31.86207,33702.651
No,No,580.37906,55724.271
No,Yes,591.98647,8815.176
No,No,915.59201,37720.187
Yes,No,2006.98617,50033.533
No,Yes,1216.58625,18140.624
No,No,970.92555,46051.868
No,No,664.71894,36998.566
No,No,873.87961,46203.910
No,No,444.28140,56881.207
No,No,641.76045,44857.701
No,Yes,1106.32369,21202.030
No,No,616.55465,46107.208
No,No,1164.36214,38759.731
No,No,828.66281,28427.670
No,No,23.29833,37975.539
No,No,717.43442,45267.820
No,No,167.58416,49087.256
No,No,821.85329,35358.393
No,No,769.66670,39401.475
No,No,0.00000,37343.417
No,No,1038.70027,33783.714
No,Yes,1050.15133,16963.813
No,Yes,927.63210,20640.774
No,No,1014.72263,38780.790
No,Yes,1391.44160,11685.645
No,No,290.48307,47724.240
No,No,656.43494,26551.601
No,No,1456.64294,24089.095
No,Yes,1240.72401,19702.799
No,No,636.60605,31870.551
No,No,1665.03697,48295.525
No,No,825.95594,31661.626
No,No,0.00000,61608.532
No,Yes,1152.12442,18644.400
No,Yes,711.03988,22000.107
No,No,1221.08312,29370.585
No,No,781.29170,36744.568
No,No,0.00000,41671.209
No,No,919.30014,33866.363
No,No,155.98992,50135.850
No,No,0.00000,42616.602
No,Yes,1520.85164,20044.081
No,No,407.32154,38285.415
No,No,555.22995,22788.968
No,No,705.19718,35864.012
No,Yes,916.12897,28839.584
No,No,1083.28119,45260.417
No,Yes,771.13326,20655.071
No,No,1700.29498,53844.579
No,No,679.26680,36694.750
No,No,762.99149,44162.363
No,Yes,1196.53700,25651.536
No,No,627.38376,47489.283
No,Yes,1175.79906,18178.082
No,No,660.20057,33598.089
No,Yes,822.62532,10923.382
No,No,842.40754,38161.739
No,No,1248.39968,41555.811
No,Yes,1405.87665,27071.322
No,No,419.70200,44989.763
No,Yes,91.73395,19153.728
No,No,157.00345,50131.879
No,No,666.52995,51876.490
No,No,806.78124,55735.549
No,No,0.00000,44754.249
No,No,1378.26644,40228.934
No,No,354.21639,25427.054
No,No,596.18269,55591.059
No,No,102.46986,44600.432
No,No,637.21700,48461.909
No,No,1274.79655,18044.823
No,No,403.04148,29200.984
No,No,619.51517,53747.549
No,No,1111.69077,31059.463
No,No,1235.48577,29992.186
No,No,850.38557,45530.377
Yes,Yes,2352.05495,24067.548
No,No,1518.35251,53971.731
No,No,0.00000,47935.283
No,No,541.94400,37640.300
No,Yes,1401.19361,17688.856
No,No,329.46568,46028.015
No,No,530.09382,21736.810
No,No,0.00000,27455.909
No,No,1112.06414,27694.721
No,No,291.07614,23479.613
No,No,1133.41494,36456.949
No,Yes,488.95701,15912.305
No,No,926.54790,25363.015
No,No,783.79756,33151.567
No,Yes,246.08182,20046.772
No,Yes,860.91773,11575.702
No,No,1838.19486,32308.024
No,Yes,918.82889,16110.990
No,No,1040.10567,16905.458
No,No,951.62023,41689.568
No,No,749.11474,46478.105
No,No,70.18548,36216.964
No,No,1002.35122,43048.170
No,No,948.70539,14095.810
No,No,983.61902,24666.683
No,Yes,0.00000,16156.029
No,Yes,1209.38420,12830.833
No,No,527.17278,28931.128
No,No,671.76548,40907.808
No,No,807.29453,49367.776
No,Yes,1189.46474,17287.639
No,No,612.10792,31367.713
No,No,1.98073,42380.875
No,No,507.90753,45727.769
No,No,1678.11847,41813.892
No,No,0.00000,51054.569
No,Yes,378.67217,14328.312
No,Yes,1202.76071,20973.260
No,Yes,1038.54100,21839.720
No,No,333.18006,29400.478
No,No,1322.25176,43802.627
No,Yes,1579.21700,15111.914
No,No,852.53078,46662.768
No,No,1407.86921,43033.936
No,Yes,0.00000,17791.433
No,No,350.19609,46893.732
No,Yes,1276.35084,27732.269
No,No,17.03168,24492.213
Yes,No,1288.40700,44253.309
No,No,861.36386,47969.677
No,No,1209.75664,40605.813
No,No,1067.77923,28077.255
No,No,831.58733,32203.272
Yes,No,1747.98367,18966.110
No,No,0.00000,58211.536
No,Yes,1177.32765,13737.050
No,No,0.00000,50559.471
No,No,943.46729,26388.617
No,No,61.18334,37604.218
No,No,1436.64767,38571.328
No,No,343.64318,43483.738
No,No,1018.38287,30846.821
No,Yes,1173.09812,23811.000
No,No,979.85105,44869.047
No,No,444.60480,51584.336
No,No,282.04243,50501.077
No,Yes,1420.02298,26424.539
No,No,654.66136,32400.481
No,No,1388.56349,21151.263
No,Yes,0.00000,13621.811
No,No,0.02382,37981.781
No,Yes,1132.08406,15675.534
